N,P,Avg_Return,X_1_1,Y_1_1,X_1_2,Y_1_2,X_1_3,Y_1_3,X_1_4,Y_1_4,X_1_5,Y_1_5,X_1_6,Y_1_6,X_1_7,Y_1_7,X_1_8,Y_1_8,X_1_9,Y_1_9,X_1_10,Y_1_10,X_1_11,Y_1_11,X_1_12,Y_1_12,X_1_13,Y_1_13,X_1_14,Y_1_14,X_1_15,Y_1_15,X_1_16,Y_1_16,X_1_17,Y_1_17,X_1_18,Y_1_18,X_1_19,Y_1_19,X_1_20,Y_1_20,X_1_21,Y_1_21,X_1_22,Y_1_22,X_1_23,Y_1_23,X_1_24,Y_1_24,X_1_25,Y_1_25,X_1_26,Y_1_26,X_1_27,Y_1_27,X_1_28,Y_1_28,X_1_29,Y_1_29,X_1_30,Y_1_30,X_1_31,Y_1_31,X_1_32,Y_1_32,X_1_33,Y_1_33,X_1_34,Y_1_34,X_1_35,Y_1_35,X_1_36,Y_1_36,X_1_37,Y_1_37,X_1_38,Y_1_38,X_1_39,Y_1_39,X_1_40,Y_1_40,X_1_41,Y_1_41,X_1_44,Y_1_44,X_1_45,Y_1_45,X_1_46,Y_1_46,X_1_39,Y_1_39,X_1_9,Y_1_9,X_1_26,Y_1_26,X_1_1,Y_1_1,X_1_11,Y_1_11,X_1_7,Y_1_7,X_1_19,Y_1_19,X_1_11,Y_1_11,X_1_10,Y_1_10,X_1_46,Y_1_46,X_1_7,Y_1_7,X_1_11,Y_1_11,X_1_21,Y_1_21,X_1_5,Y_1_5,X_1_40,Y_1_40,X_1_45,Y_1_45,X_1_4,Y_1_4,X_1_35,Y_1_35,X_1_33,Y_1_33,X_1_33,Y_1_33,X_1_27,Y_1_27,X_1_25,Y_1_25,X_1_17,Y_1_17,X_1_18,Y_1_18,X_1_40,Y_1_40,X_1_15,Y_1_15,X_1_32,Y_1_32,X_1_2,Y_1_2,X_1_7,Y_1_7,X_1_1,Y_1_1,X_1_20,Y_1_20,X_1_20,Y_1_20,X_1_6,Y_1_6,X_1_39,Y_1_39,X_1_5,Y_1_5,X_1_24,Y_1_24,X_1_31,Y_1_31,X_1_22,Y_1_22,X_1_31,Y_1_31,X_1_22,Y_1_22,X_1_25,Y_1_25,X_1_28,Y_1_28,X_1_36,Y_1_36,X_1_23,Y_1_23,X_1_44,Y_1_44,X_1_10,Y_1_10,X_1_7,Y_1_7,X_1_12,Y_1_12
50,82.24091488,0.006094332178,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
50,82.46651257,0.002743132078,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
50,85.67889024,0.03895372273,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
50,87.7021103,0.02361398538,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
49,88.28734872,0.006673025566,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
49,87.99382675,-0.003324620987,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
49,87.29277907,-0.007967009816,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,86.85097472,-0.005061178658,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,87.32180415,0.005421118574,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,86.55307513,-0.008803402886,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
47,86.18417299,-0.004262149452,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
47,86.6517426,0.005425237601,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
47,88.01822517,0.01576982207,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
47,88.14489576,0.001439140524,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,NA,NA,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
47,87.69036076,-0.005156679803,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,0,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,86.84600179,-0.009628868612,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,87.67050416,0.009493843661,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,87.55321261,-0.001337867823,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,85.38123191,-0.02480755001,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,86.13882118,0.008873018685,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,85.4306791,-0.008220939981,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,85.01491408,-0.004866694503,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,83.40743824,-0.01890816291,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,82.93901253,-0.00561611434,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,84.59705159,0.01999106341,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,NA,NA,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
48,86.41304367,0.02146637562,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,0,0,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
49,84.54661167,-0.02159896152,3,0,6,0,2,1,3,1,3,2,4,2,7,2,0,3,5,3,0,4,1,4,3,4,4,4,7,4,4,5,6,5,0,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,0,6,1,1,1,2,6,3,5,0,2,6,NA,NA,4,0,0,6,1,6,7,5,0,5,5,4,4,3,7,3,NA,NA,1,3,1,6,2,0,0,2,1,0,1,5,2,5,2,2,NA,NA,7,1,3,6,NA,NA,2,6,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,2,4
