N,P,Avg_Return,X_1_1,Y_1_1,X_1_2,Y_1_2,X_1_3,Y_1_3,X_1_4,Y_1_4,X_1_5,Y_1_5,X_1_6,Y_1_6,X_1_7,Y_1_7,X_1_8,Y_1_8,X_1_9,Y_1_9,X_1_10,Y_1_10,X_1_11,Y_1_11,X_1_12,Y_1_12,X_1_13,Y_1_13,X_1_14,Y_1_14,X_1_15,Y_1_15,X_1_16,Y_1_16,X_1_17,Y_1_17,X_1_18,Y_1_18,X_1_19,Y_1_19,X_1_20,Y_1_20,X_1_21,Y_1_21,X_1_22,Y_1_22,X_1_23,Y_1_23,X_1_24,Y_1_24,X_1_25,Y_1_25,X_1_26,Y_1_26,X_1_27,Y_1_27,X_1_28,Y_1_28,X_1_29,Y_1_29,X_1_30,Y_1_30,X_1_31,Y_1_31,X_1_32,Y_1_32,X_1_33,Y_1_33,X_1_34,Y_1_34,X_1_35,Y_1_35,X_1_36,Y_1_36,X_1_37,Y_1_37,X_1_38,Y_1_38,X_1_39,Y_1_39,X_1_40,Y_1_40,X_1_41,Y_1_41,X_1_42,Y_1_42,X_1_43,Y_1_43,X_1_44,Y_1_44,X_1_45,Y_1_45,X_1_46,Y_1_46,X_1_47,Y_1_47,X_1_48,Y_1_48,X_1_49,Y_1_49,X_1_50,Y_1_50,X_1_51,Y_1_51,X_1_52,Y_1_52,X_1_37,Y_1_37,X_1_1,Y_1_1,X_1_25,Y_1_25,X_1_14,Y_1_14,X_1_8,Y_1_8,X_1_27,Y_1_27,X_1_34,Y_1_34,X_1_25,Y_1_25,X_1_44,Y_1_44,X_1_33,Y_1_33,X_1_6,Y_1_6,X_1_35,Y_1_35,X_1_17,Y_1_17,X_1_5,Y_1_5,X_1_4,Y_1_4,X_1_10,Y_1_10,X_1_33,Y_1_33,X_1_8,Y_1_8,X_1_38,Y_1_38,X_1_34,Y_1_34,X_1_38,Y_1_38,X_1_52,Y_1_52,X_1_21,Y_1_21,X_1_26,Y_1_26,X_1_44,Y_1_44,X_1_38,Y_1_38,X_1_50,Y_1_50,X_1_44,Y_1_44,X_1_8,Y_1_8,X_1_32,Y_1_32,X_1_38,Y_1_38,X_1_38,Y_1_38,X_1_46,Y_1_46,X_1_35,Y_1_35,X_1_18,Y_1_18,X_1_8,Y_1_8,X_1_48,Y_1_48,X_1_24,Y_1_24,X_1_38,Y_1_38,X_1_15,Y_1_15,X_1_6,Y_1_6,X_1_1,Y_1_1,X_1_20,Y_1_20,X_1_36,Y_1_36,X_1_15,Y_1_15,X_1_12,Y_1_12
51,84.91995995,-0.003826312208,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,84.00421628,-0.01078360926,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,83.36684015,-0.007587430188,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,81.62126921,-0.0209384324,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,82.42137793,0.009802698945,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,82.09827168,-0.003920175369,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,82.85013018,0.009158030845,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,84.10571296,0.01515486788,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,84.74577338,0.007610189589,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,85.58946073,0.009955509477,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,85.4140204,-0.002049788984,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,88.08146463,0.03122958296,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,89.79968533,0.01950717675,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,91.64614246,0.02056195544,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,93.62704305,0.02161466418,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
51,94.3465927,0.007685275835,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,94.49458476,0.001568599879,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,93.27292854,-0.01292831993,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,93.75139756,0.005129773845,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,93.54895234,-0.00215938359,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,93.49384859,-0.0005890364903,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,92.86755813,-0.006698734438,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,92.40948741,-0.004932515968,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,92.56302748,0.001661518426,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
50,91.68488388,-0.009486980066,2,0,3,0,7,0,1,1,3,1,1,2,2,2,3,2,5,2,6,2,7,2,3,3,7,3,2,4,3,4,5,4,6,4,5,5,6,5,0,6,1,6,2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,7,4,4,3,2,6,0,5,6,0,4,5,4,2,5,0,4,0,7,1,7,5,4,1,NA,NA,1,6,NA,NA,NA,NA,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,2,NA,NA,3,5,NA,NA,2,3,2,1,1,0,2,5,NA,NA,1,4,0,3
