N,P,Avg_Return,X_1_1,Y_1_1,X_1_2,Y_1_2,X_1_3,Y_1_3,X_1_4,Y_1_4,X_1_5,Y_1_5,X_1_6,Y_1_6,X_1_7,Y_1_7,X_1_8,Y_1_8,X_1_9,Y_1_9,X_1_10,Y_1_10,X_1_11,Y_1_11,X_1_12,Y_1_12,X_1_13,Y_1_13,X_1_14,Y_1_14,X_1_15,Y_1_15,X_1_16,Y_1_16,X_1_17,Y_1_17,X_1_18,Y_1_18,X_1_19,Y_1_19,X_1_20,Y_1_20,X_1_21,Y_1_21,X_1_22,Y_1_22,X_1_23,Y_1_23,X_1_24,Y_1_24,X_1_25,Y_1_25,X_1_26,Y_1_26,X_1_27,Y_1_27,X_1_28,Y_1_28,X_1_29,Y_1_29,X_1_30,Y_1_30,X_1_31,Y_1_31,X_1_32,Y_1_32,X_1_33,Y_1_33,X_1_34,Y_1_34,X_1_35,Y_1_35,X_1_36,Y_1_36,X_1_37,Y_1_37,X_1_38,Y_1_38,X_1_39,Y_1_39,X_1_40,Y_1_40,X_1_41,Y_1_41,X_1_42,Y_1_42,X_1_4,Y_1_4,X_1_35,Y_1_35,X_1_27,Y_1_27,X_1_3,Y_1_3,X_1_44,Y_1_44,X_1_43,Y_1_43,X_1_27,Y_1_27,X_1_18,Y_1_18,X_1_52,Y_1_52,X_1_14,Y_1_14,X_1_5,Y_1_5,X_1_32,Y_1_32,X_1_1,Y_1_1,X_1_38,Y_1_38,X_1_16,Y_1_16,X_1_43,Y_1_43,X_1_46,Y_1_46,X_1_7,Y_1_7,X_1_41,Y_1_41,X_1_40,Y_1_40,X_1_31,Y_1_31,X_1_11,Y_1_11,X_1_24,Y_1_24,X_1_1,Y_1_1,X_1_12,Y_1_12,X_1_34,Y_1_34,X_1_42,Y_1_42,X_1_37,Y_1_37,X_1_42,Y_1_42,X_1_4,Y_1_4,X_1_32,Y_1_32,X_1_21,Y_1_21,X_1_2,Y_1_2,X_1_33,Y_1_33,X_1_39,Y_1_39,X_1_21,Y_1_21,X_1_22,Y_1_22,X_1_1,Y_1_1,X_1_43,Y_1_43,X_1_31,Y_1_31,X_1_21,Y_1_21,X_1_31,Y_1_31,X_1_11,Y_1_11,X_1_4,Y_1_4,X_1_18,Y_1_18,X_1_6,Y_1_6,X_1_34,Y_1_34,X_1_40,Y_1_40,X_1_13,Y_1_13
50,96.06372518,-0.008502821631,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
50,96.20374583,0.001457580939,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
50,95.70696064,-0.005163886169,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
50,95.22413571,-0.005044825621,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
50,95.00530083,-0.002298103136,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,94.67751577,-0.003450176479,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,94.474693,-0.002142248596,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,95.32955688,0.009048601838,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,96.18614326,0.008985527746,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,96.95077737,0.007949524585,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,96.44787772,-0.005187164677,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,96.61216498,0.001703378663,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,96.71993556,0.001115497002,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,95.92367143,-0.008232678398,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
51,96.5267214,0.006286768989,7,0,1,1,3,1,5,1,6,1,2,2,6,2,7,2,1,3,2,3,4,3,6,3,0,4,1,4,5,4,4,5,5,5,0,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,4,3,3,2,0,7,5,6,5,5,3,3,2,NA,NA,7,1,6,0,7,4,0,0,1,6,5,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,5,0,2,2,4,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4,4,5,0,NA,NA,NA,NA,6,4,1,5,4,0,NA,NA,NA,NA,3,5,NA,NA,0,3,4,1,0,5,1,2,NA,NA,NA,NA,7,3
