N,P,Avg_Return
45,131.4517024,-0.03100900824
45,135.1007678,0.02775974233
45,131.8459149,-0.0240920382
45,136.2151347,0.03313883357
45,138.5462808,0.0171137084
45,136.2736327,-0.01640353056
45,136.9294567,0.004812552631
45,136.7985814,-0.0009557864988
45,138.268298,0.0107436539
45,139.9758638,0.01234965524
45,143.9107078,0.02811087468
45,139.2436515,-0.03243022253
45,143.254965,0.02880787361
45,135.8207159,-0.05189522844
45,135.557062,-0.00194119032
45,137.8518532,0.0169285991
45,135.9096392,-0.01408913959
45,141.4030595,0.04041965203
45,142.0167675,0.004340132234
45,136.9720831,-0.03552175156
45,139.5082331,0.01851581668
45,133.6857667,-0.04173564745
45,130.0301561,-0.02734480024
45,133.7438168,0.02855999569
45,135.5846455,0.01376384191
45,145.0256682,0.06963194586
45,130.004256,-0.1035776107
45,137.3366903,0.05640149434
45,133.26806,-0.02962522525
45,135.6108925,0.0175798501
45,138.6397118,0.02233463178
45,129.4321307,-0.06641373554
45,133.2951957,0.02984626039
45,135.0721308,0.01333082586
45,134.4031257,-0.004952946598
45,133.4946031,-0.006759683796
45,135.9062688,0.01806564177
45,132.7163293,-0.02347161432
45,131.9294102,-0.005929331338
45,131.3793374,-0.004169447798
46,133.4954112,0.01610659541
46,137.4612249,0.02970749045
46,131.9990683,-0.03973598064
46,136.5352346,0.0343651389
46,136.3285579,-0.001513724279
46,134.748916,-0.01158702148
46,133.8000273,-0.007041902135
46,131.3924273,-0.01799401721
46,129.6493043,-0.01326654084
46,128.5837262,-0.008218926765
46,125.2461145,-0.02595671905
45,124.2712004,-0.007783986971
45,126.6242654,0.01893491777
45,127.9212928,0.01024311894
45,130.8371113,0.02279384852
45,133.1548404,0.01771461535
45,134.9039137,0.01313563427
46,136.7550669,0.01372201229
46,134.5579169,-0.01606631478
46,134.2157693,-0.00254275369
46,135.140213,0.006887742915
46,128.5112562,-0.04905243732
46,123.9096537,-0.03580699923
46,126.3110965,0.01938059441
46,125.5455327,-0.006060938575
46,122.6490612,-0.02307108339
46,123.9173983,0.01034118893
46,120.2611155,-0.02950580688
46,123.6004766,0.02776758769
46,120.5443767,-0.0247256319
47,118.4650612,-0.01724937762
47,117.2492938,-0.01026266655
47,119.2787138,0.01730859015
47,117.7728449,-0.01262479098
47,115.077093,-0.02288941834
47,113.4116181,-0.01447268816
47,112.8904065,-0.004595751901
47,110.888605,-0.01773225528
47,108.6542073,-0.02014993
47,109.8933006,0.01140400642
46,110.0151234,0.001108554827
46,113.7718437,0.03414730784
46,114.9585539,0.0104306149
46,115.4458331,0.004238737982
46,115.6714506,0.001954314899
46,117.0593207,0.01199838049
46,119.0138459,0.01669687771
46,119.3555391,0.002871037816
46,120.0950646,0.006195987602
46,122.9038362,0.02338790247
45,122.0177523,-0.007209570665
45,122.0573164,0.0003242483956
45,121.8466375,-0.001726065268
45,123.8432639,0.01638638865
45,125.8503711,0.01620683411
45,126.0575372,0.001646130063
45,126.9436301,0.007029273611
45,126.1069297,-0.006591118003
45,125.4913697,-0.004881253677
45,126.1520691,0.005264898696
45,123.8708937,-0.01808274221
45,121.6588509,-0.01785764848
45,118.8307304,-0.02324631929
45,116.2317205,-0.02187153002
45,112.7637622,-0.02983659084
45,111.5432972,-0.01082320205
46,110.6931515,-0.007621665742
46,112.8807966,0.01976314737
46,112.0272894,-0.007561137216
46,110.8259224,-0.01072387775
46,110.8663247,0.0003645558566
46,109.3675627,-0.01351863991
46,109.6642005,0.002712301321
46,109.1290129,-0.004880240229
46,108.5727187,-0.005097582923
46,107.8045763,-0.007074911584
46,108.4241757,0.005747430938
46,108.2761117,-0.001365599214
46,107.9311125,-0.003186291216
46,107.9533921,0.0002064244148
46,107.8754762,-0.0007217550652
46,106.8669175,-0.0093492863
45,107.5248067,0.006156154708
45,106.0762551,-0.01347178974
45,105.1513489,-0.008719257639
45,106.1726007,0.009712208089
45,104.1039952,-0.01948342103
45,104.3537064,0.002398669844
45,105.8190512,0.01404209643
45,105.4438664,-0.003545531742
45,105.6401518,0.0018615159
46,105.9379435,0.002818925664
46,106.5167603,0.005463734311
46,107.8380214,0.01240425542
46,107.5157014,-0.002988927426
46,107.9576689,0.004110724995
46,108.3844244,0.00395298968
46,109.3597627,0.008998878135
46,110.8672491,0.01378465316
46,111.8825173,0.009157512361
46,114.6714925,0.0249277128
47,117.5281391,0.02491156703
47,117.598714,0.0006004938313
47,119.1251709,0.01298021773
47,121.7912485,0.02238047253
47,122.9397444,0.0094300363
47,123.6686465,0.005928937862
47,124.5340457,0.006997724837
47,126.2059385,0.01342518641
48,124.7905681,-0.01121476823
48,125.2708549,0.003848742947
48,126.8682518,0.01275154437
48,128.4117408,0.01216607753
48,126.7561119,-0.01289312734
48,128.0856054,0.01048859504
48,125.7536168,-0.01820648474
48,126.5056085,0.005979881883
48,129.8588371,0.02650656004
48,131.008878,0.008856085672
48,127.0356417,-0.03032799326
48,126.4916052,-0.004282549695
48,131.1596531,0.0369040136
48,128.3133735,-0.02170087814
47,128.3418328,0.0002217951115
46,131.9996354,0.02850047082
46,131.5598491,-0.0033317236
46,130.1522476,-0.01069932424
46,132.2257942,0.01593169979
46,128.2409257,-0.03013684639
46,129.3176889,0.008396408471
46,131.5407322,0.01719055814
45,130.9594857,-0.004418756673
45,131.2655131,0.00233681005
45,132.5661932,0.009908772471
45,127.950026,-0.03482160252
45,131.2806036,0.02603030049
45,133.5055606,0.01694810148
45,129.1912691,-0.03231544395
45,130.4749049,0.009935932752
45,132.0564815,0.01212169235
45,128.9484252,-0.02353581071
45,129.3781409,0.003332462115
45,125.8454156,-0.0273054266
45,123.807224,-0.01619599413
45,123.6870046,-0.0009710208281
45,124.5878542,0.007283300098
45,127.0032545,0.01938712533
44,125.395501,-0.0126591516
44,124.3541541,-0.008304499881
44,127.6728477,0.02668743637
44,126.8394363,-0.006527710211
44,128.2771446,0.01133486773
44,127.3183453,-0.007474435407
44,127.6077867,0.002273367523
45,127.4137078,-0.001520901967
45,129.1764206,0.01383456197
45,127.6717261,-0.0116483682
46,126.4148313,-0.009844739339
46,131.3776943,0.03925855044
46,134.0080059,0.02002099111
47,124.8941999,-0.06800941434
47,124.4376556,-0.003655448634
47,124.9837873,0.004388797281
47,120.4039492,-0.0366434571
47,119.0383425,-0.01134187679
47,119.6809575,0.005398387147
47,120.1699145,0.004085503663
47,121.2558149,0.009036375096
47,119.3233276,-0.01593727513
47,117.5745888,-0.01465546485
47,119.3107234,0.01476623963
47,117.7250718,-0.01329010093
47,115.6101117,-0.01796524835
47,117.4075992,0.0155478399
47,115.1187483,-0.01949491238
47,116.6233131,0.0130696765
47,115.6497209,-0.008348178055
47,115.602032,-0.0004123565712
47,115.5412774,-0.0005255497281
47,117.1083704,0.01356305819
47,116.0302302,-0.009206346435
47,116.3270589,0.002558201424
48,118.7533256,0.0208572855
48,121.7603859,0.02532190395
48,124.2116871,0.02013217337
48,128.2577358,0.03257381648
48,131.9300258,0.02863211278
48,129.4796095,-0.01857360536
48,130.6446959,0.00899822249
48,130.151034,-0.003778659915
48,130.1427221,-6.386312768E-05
48,131.7517971,0.01236392615
48,131.5529733,-0.001509078766
48,132.4501274,0.006819717261
48,134.6968359,0.01696267518
48,137.7332701,0.02254272909
48,139.1411018,0.01022143485
48,140.3476723,0.008671560692
48,143.3749363,0.02156974852
48,147.5334587,0.02900452815
49,147.9033207,0.00250697041
49,148.7531509,0.005745849145
49,149.63568,0.00593284351
49,144.0005113,-0.03765925806
49,148.3082145,0.02991449934
49,152.4690225,0.02805514141
49,148.2495274,-0.02767444158
49,149.1978438,0.006396758101
49,142.8903771,-0.04227585659
49,149.3599543,0.04527650741
49,153.7921875,0.02967484298
49,149.9207174,-0.02517338653
49,152.4249843,0.01670394192
48,153.2627027,0.005495938766
48,154.339852,0.007028123965
48,161.6137238,0.04712892864
48,152.7263967,-0.05499116608
48,154.4869101,0.0115272374
48,151.4356658,-0.01975082774
49,146.7889581,-0.03068436768
49,152.455438,0.03860290236
49,148.5449911,-0.02564976977
49,143.4644884,-0.03420177688
49,142.9738169,-0.003420160122
49,146.6048258,0.02539632043
49,142.7240374,-0.02647108204
49,139.9226949,-0.01962768538
49,133.8539846,-0.04337188004
49,135.4802456,0.01214951538
49,132.8544866,-0.01938112078
49,131.1775645,-0.01262224659
49,128.0727577,-0.02366873358
49,127.524636,-0.004279768135
49,122.9547874,-0.03583502557
49,124.0431149,0.00885144449
49,123.8392705,-0.00164333484
49,123.1237083,-0.005778152582
49,119.9384265,-0.02587058064
49,118.1665686,-0.01477306219
49,118.6818545,0.004360673839
49,120.3128004,0.013742167
49,120.8249881,0.004257134321
49,119.2592644,-0.01295860849
49,118.0805493,-0.00988363518
49,116.9583153,-0.009503970369
49,117.2373358,0.002385640221
49,117.2577741,0.000174332668
49,116.7119762,-0.004654683845
49,117.3269568,0.005269215855
49,116.3451347,-0.008368256609
49,118.6135704,0.01949746913
49,120.6605226,0.01725731887
49,121.4444855,0.006497261007
50,122.0067601,0.00462988972
50,124.7135764,0.02218579009
50,124.5233866,-0.001525012834
50,125.517773,0.007985539084
50,128.5651418,0.02427838469
50,129.4853434,0.007157473663
50,132.4361989,0.02278910784
50,133.9529406,0.01145262228
50,136.3120695,0.01761162478
50,136.4251241,0.0008293804958
50,133.9097093,-0.01843806133
50,135.2169621,0.009762196049
50,133.4219978,-0.01327469805
50,134.4402716,0.007631978607
50,133.3711385,-0.007952477107
50,132.3321968,-0.007789853729
50,130.8874329,-0.0109177048
50,129.838356,-0.0080151085
50,131.1333776,0.009974107075
50,131.8620185,0.005556487076
50,129.0368786,-0.02142497122
50,132.1197975,0.02389176637
50,132.041036,-0.0005961375803
50,130.7683606,-0.009638483571
50,128.4610189,-0.0176444949
50,129.8731356,0.01099256973
50,129.8885711,0.0001188501535
50,128.0271621,-0.0143308141
50,124.9807541,-0.02379501356
50,124.7624462,-0.001746732216
50,124.9387122,0.00141281327
50,124.3888711,-0.004400886821
50,125.1961362,0.006489850312
50,123.6499429,-0.01235016815
50,121.6391382,-0.01626207501
50,121.5755008,-0.0005231659484
50,121.1315616,-0.003651551695
50,121.9290629,0.006583761491
50,122.9671376,0.008513759985
50,122.1228391,-0.00686605042
50,121.8615782,-0.002139328376
49,122.6813643,0.006727190577
49,122.3820129,-0.002440072513
49,124.7002649,0.01894275148
49,124.7748455,0.0005980792169
49,123.7198106,-0.008455509734
49,124.0611057,0.002758613121
49,125.6867933,0.0131039263
49,126.7172135,0.008198317362
49,127.2781983,0.004427060574
49,130.2334821,0.02321908878
49,132.6162381,0.01829603231
49,134.3579573,0.01313352941
49,138.4433347,0.03040666436
49,134.2260885,-0.03046189369
49,134.9841696,0.005647792003
49,133.5468916,-0.01064775186
49,132.7797471,-0.005744383082
49,135.3916027,0.01967058702
48,133.8408828,-0.0114535899
48,130.0731844,-0.02815057955
48,130.4844704,0.003161958829
48,130.7873418,0.002321130038
48,129.5496564,-0.00946334296
48,130.2993256,0.005786733014
48,129.5927291,-0.005422872192
48,130.6322137,0.008021165147
48,126.3087798,-0.03309623143
48,125.8201635,-0.003868426923
48,123.3320281,-0.01977533126
48,122.9428027,-0.003155914467
48,122.5531165,-0.003169655067
48,121.761905,-0.006456069248
49,120.2853326,-0.01212671894
49,118.7845997,-0.01247644211
49,117.916219,-0.007310548912
49,117.6675001,-0.002109285528
50,117.1847373,-0.004102770326
50,118.1094855,0.007891370135
50,118.9090227,0.006769458112
50,119.1062221,0.001658405936
50,119.5485331,0.003713584691
50,121.1074467,0.01304000533
51,121.5956141,0.004030862247
51,120.4184143,-0.009681268409
51,120.1526069,-0.002207365201
51,120.7196194,0.004719102997
52,121.8376701,0.009261549122
52,121.5190964,-0.00261473891
52,122.2256414,0.00581427118
52,123.9955863,0.01448096223
52,126.8922192,0.02336077419
52,129.7982907,0.02290188876
52,130.2590874,0.003550098353
52,128.7781148,-0.011369438
51,131.5038001,0.02116575007
51,131.4153312,-0.0006727485595
51,132.6961629,0.00974644073
51,134.1296637,0.01080288097
51,134.2005771,0.0005286925402
51,139.4407264,0.03904714471
51,140.782132,0.009619897647
51,140.017046,-0.005434538726
51,140.9117696,0.006390104579
51,140.2823297,-0.004466907643
51,143.8728515,0.02559496819
51,144.4980705,0.004345635775
51,142.242201,-0.01561176217
51,141.7974722,-0.003126559944
51,139.3101595,-0.01754130504
51,139.5563556,0.001767251545
51,139.0188864,-0.003851269815
51,140.1168518,0.007897958463
51,137.3206149,-0.01995646373
51,139.770304,0.01783919381
51,146.3894146,0.04735705968
51,143.6352715,-0.01881381351
51,151.2462191,0.052988013
51,149.4360924,-0.01196807896
51,149.4068483,-0.0001956966361
51,146.2232384,-0.02130832663
50,146.8006083,0.003948551467
50,144.7985155,-0.01363817829
50,145.9341282,0.007842709972
50,150.3978036,0.03058691871
50,148.6283794,-0.0117649598
50,150.6147616,0.01336475662
50,153.8326961,0.02136533286
50,153.4402997,-0.002550799746
50,153.3004378,-0.0009115066919
50,155.5791119,0.01486410688
50,151.865318,-0.02387077459
50,161.2196622,0.06159631641
50,158.1885288,-0.01880126373
50,155.8569984,-0.01473893443
50,157.7463459,0.01212231415
50,158.7340777,0.006261519286
50,151.851838,-0.04335703978
50,160.0065856,0.05370200159
49,153.9587408,-0.03779747459
49,152.1628783,-0.01166456971
49,152.4018717,0.001570641978
50,156.3941334,0.0261956208
50,150.9964965,-0.0345130393
50,149.7154757,-0.008483778337
50,145.4506375,-0.02848628833
50,143.0615499,-0.01642541842
50,144.7565013,0.0118477076
50,149.3712543,0.03187941801
50,145.1270109,-0.02841405731
50,149.6652752,0.03127098293
50,149.744322,0.0005281572059
50,158.2953213,0.05710399668
50,150.2383588,-0.05089829842
50,151.8801791,0.01092810337
50,154.3631607,0.01634829226
50,158.777178,0.02859501804
50,150.7875391,-0.0503198196
50,152.1631084,0.009122566422
51,160.5517608,0.05512934406
51,153.1086413,-0.04635962558
51,149.3113141,-0.02480152051
51,148.9350942,-0.002519701706
51,150.750896,0.01219190044
51,150.6641673,-0.0005753113337
51,153.2118927,0.01690996239
51,159.9692138,0.04410441591
51,157.2254429,-0.01715186794
50,156.296687,-0.005907160689
50,148.9924651,-0.04673305644
50,149.2419333,0.001674367843
50,153.9490727,0.03154032757
50,146.8437876,-0.04615347823
50,142.2756906,-0.03110854795
50,146.6670666,0.03086525934
50,148.0148944,0.009189709785
50,146.3809007,-0.01103938699
50,143.0455906,-0.02278514533
50,147.3088875,0.02980376289
50,147.9510393,0.004359219531
50,147.7228153,-0.001542564363
50,149.6489496,0.01303884091
50,150.5790366,0.006215125485
50,154.8028387,0.02805039964
50,151.8485942,-0.01908391672
50,152.7971047,0.006246422661
50,154.7191684,0.01257918893
50,144.9666194,-0.06303387686
50,149.7608639,0.03307136872
50,148.0695887,-0.0112931719
50,150.4039117,0.01576503988
50,155.1070804,0.03127025569
49,151.7754246,-0.02147971481
49,151.2074656,-0.003742101186
49,150.5218535,-0.00453424798
49,150.7828561,0.001733984987
49,149.0084177,-0.01176817039
49,147.1398996,-0.01253968171
49,147.8632685,0.004916198069
49,143.6952362,-0.02818842244
49,147.6090134,0.02723665183
48,142.2464425,-0.03632956204
48,144.3831286,0.01502101568
48,144.6378684,0.001764332252
48,141.2801336,-0.02321476992
48,146.3184817,0.03566211357
48,142.248009,-0.02781926591
48,140.2081246,-0.01434033672
48,144.2963735,0.02915843041
48,142.5190954,-0.01231685874
48,139.1009548,-0.02398373803
48,137.5657148,-0.01103687595
48,135.2519507,-0.01681933672
48,130.076717,-0.03826365298
48,132.3707636,0.01763610453
48,136.7265249,0.03290576518
48,133.6509913,-0.02249405197
48,132.7135292,-0.007014254356
48,134.7616521,0.01543266022
48,132.8583166,-0.01412371695
48,132.8668811,6.446310578E-05
48,133.9024016,0.007793669013
48,132.7157806,-0.008861835109
48,135.328849,0.01968920649
48,130.5435879,-0.03536024405
48,131.1056338,0.004305427735
48,130.9112647,-0.001482538749
48,131.4735281,0.004294996953
48,133.4743948,0.01521877956
48,132.0493477,-0.01067655763
47,133.171691,0.008499423417
48,130.3553924,-0.02114787752
48,131.8687155,0.01160920958
48,134.6437692,0.02104406436
48,135.7169309,0.007970377834
48,137.2217507,0.01108792936
48,137.5262165,0.002218786779
48,136.2690506,-0.009141281644
48,137.0278605,0.005568468014
48,134.0716354,-0.02157389802
48,135.2411778,0.008723265347
48,138.4738377,0.02390292572
48,134.0836988,-0.03170374227
48,132.9462709,-0.008482969085
48,136.2859181,0.02512027743
48,136.1222119,-0.001201196821
48,134.3520442,-0.01300425355
48,136.0582418,0.01269945432
48,134.9198713,-0.008366788319
48,130.5345249,-0.03250333944
48,128.0035542,-0.01938928198
48,130.1650935,0.01688655645
48,132.6541036,0.01912194799
48,132.1597371,-0.003726733615
48,134.2379707,0.01572516445
49,132.2637111,-0.0147071624
49,131.3075637,-0.007229098176
49,128.4973759,-0.02140156841
49,128.922513,0.00330852761
49,128.0891526,-0.006464041296
49,132.7377769,0.03629210033
49,133.2551588,0.003897774137
49,132.7894574,-0.003494809648
49,132.1709874,-0.004657523212
49,133.7046518,0.01160363831
49,133.755804,0.0003825763638
49,137.6458583,0.02908325632
49,135.2857897,-0.01714594755
49,135.3954182,0.0008103476964
49,136.4076736,0.00747629005
49,133.9118695,-0.01829665483
49,129.4115348,-0.03360668979
49,130.4357617,0.007914494381
49,131.5522386,0.008559591897
49,130.5249926,-0.007808654643
49,130.7621002,0.001816569036
49,133.4223036,0.02034384088
49,135.0473156,0.01217946271
49,137.0409974,0.01476283917
49,134.5309441,-0.01831607548
49,134.8478983,0.002355994655
49,134.3939959,-0.003366032559
49,130.9031951,-0.02597438094
49,129.0789452,-0.0139358693
49,130.3101087,0.009538065956
49,129.3675417,-0.00723326107
49,129.6419556,0.00212119563
49,130.2969692,0.005052481617
49,131.8486539,0.01190883239
49,135.3365891,0.02645408289
49,132.1185255,-0.02377822295
49,132.3356119,0.001643118399
49,131.3008597,-0.007819152013
49,128.8644531,-0.018555907
49,127.4993281,-0.01059349558
49,125.962495,-0.01205365648
49,127.8691602,0.01513676931
49,124.8815929,-0.0233642522
49,126.2079324,0.0106207767
49,124.8316006,-0.01090527194
49,127.2979864,0.0197577038
49,124.3989958,-0.0227732639
49,126.7890625,0.01921291007
49,127.8900265,0.008683430785
48,127.8968234,5.314588483E-05
48,127.0159838,-0.006887110714
48,129.2612808,0.01767727941
48,131.2423877,0.01532637522
48,131.8349427,0.004514966548
48,129.1239953,-0.02056319314
48,130.395085,0.009843946115
48,128.1529747,-0.01719474535
48,131.7963395,0.02842981091
48,130.7889209,-0.007643752756
48,129.8895117,-0.00687679922
48,128.9102126,-0.007539478385
48,126.5069271,-0.01864309593
48,128.3302156,0.0144125589
48,125.7863682,-0.01982266919
48,131.7647698,0.04752821481
48,127.8307521,-0.0298563695
48,128.9454913,0.008720430636
48,127.2347335,-0.01326729462
48,127.9619849,0.005715824657
48,130.9926922,0.02368443477
48,129.072187,-0.0146611631
48,126.9356245,-0.01655323709
48,125.9905103,-0.007445617609
48,126.141729,0.001200238175
48,127.312592,0.009282122819
48,126.8798892,-0.003398743287
48,127.9923421,0.008767763739
48,129.1576639,0.009104621277
48,131.0097936,0.01434006867
48,133.2035372,0.01674488193
48,131.4011469,-0.01353109876
48,131.2922708,-0.0008285781004
48,127.319076,-0.03026221439
48,128.8991556,0.01241039186
48,128.5498963,-0.002709554412
48,129.1006235,0.004284151222
48,127.7343824,-0.01058276138
48,125.8224534,-0.01496800605
48,123.3824883,-0.01939212777
48,123.9002516,0.004196408178
48,123.7589973,-0.001140064602
48,125.5499194,0.01447104526
48,125.1093231,-0.003509331379
48,124.4626467,-0.00516889045
48,125.188851,0.005834716495
48,126.262104,0.008573072099
48,129.0406949,0.02200653058
48,126.7117712,-0.01804797808
48,127.5982092,0.006995703726
48,126.6185857,-0.00767740863
48,124.805183,-0.01432177271
